,blueWins,blueFirstBlood,blueFirstTower,blueFirstInhibitor,blueFirstDragon,matchMin,TotalGold_Gap,AvgLever_Gap,TotalMinionKills_Gap,TotalJungleMinionKills_Gap,TotalDamageToChampion_Gap,Kill_Gap,Assist_Gap,WardPlaced_Gap,WardKills_Gap,TowerKills_Gap,MidTowerKills_Gap,TopTowerKills_Gap,BotTowerKills_Gap,Inhibitor_Gap,Dragon_Gap,RiftHeralds_Gap,humanPrediction
1101,True,0,0,0,1,32,-220,0.39999999999999947,21,16,219,-2,-5,-45,1,0,0,0,0,0,1,-1,0
1102,True,1,0,0,1,27,2478,-0.1999999999999993,-17,-19,3842,8,11,2,0,0,0,0,0,0,1,-1,1
1103,False,0,0,0,0,32,-981,0.0,-14,4,-3800,0,2,-3,0,0,0,0,0,0,0,1,0
1104,False,0,0,0,0,17,-2047,-0.39999999999999947,43,-15,-1376,-6,-9,2,0,0,0,0,0,0,0,0,0
1105,True,1,0,0,0,25,2048,0.1999999999999993,40,6,3336,1,3,6,-5,0,0,0,0,0,-1,1,1
1106,False,1,0,0,0,29,2318,0.40000000000000036,25,-4,5076,5,6,5,2,0,0,0,0,0,0,-1,1
1107,False,0,0,0,0,21,-1925,0.0,41,0,-106,-5,-5,-4,2,0,0,0,0,0,0,0,0
1108,True,0,0,0,0,36,670,0.20000000000000018,15,-16,3243,1,2,-5,3,0,0,0,0,0,0,0,1
1109,False,1,0,0,0,24,1647,0.1999999999999993,-4,-8,2241,3,3,8,4,0,0,0,0,0,-1,1,1
1110,False,0,0,0,0,18,-1548,-0.20000000000000018,-4,-3,464,-3,-10,5,-4,0,0,0,0,0,-1,0,0
1111,True,1,0,0,0,20,1155,0.20000000000000018,26,-1,2905,0,-1,4,-5,0,0,0,0,0,0,0,0
1112,True,1,0,0,1,32,-182,0.20000000000000018,-1,10,-1324,0,0,3,1,0,0,0,0,0,1,-1,0
1113,True,1,0,0,0,28,1485,0.20000000000000018,-19,20,386,3,1,-4,0,0,0,0,0,0,-1,0,1
1114,True,1,0,0,0,26,3590,0.0,5,-8,2470,5,9,4,5,0,0,0,0,0,0,-1,1
1115,False,0,0,0,0,32,-440,0.0,-20,4,5035,0,0,2,-4,0,0,0,0,0,-1,0,0
1116,False,1,0,0,0,18,-1307,-0.20000000000000018,-2,0,-1267,-2,2,-8,-3,0,0,0,0,0,-1,-1,0
1117,True,1,0,0,0,27,3136,0.5999999999999996,35,-1,2682,5,2,4,1,0,0,0,0,0,0,0,1
1118,True,1,0,0,1,24,1606,0.0,27,-8,675,2,0,2,0,0,0,0,0,0,1,1,1
1119,False,1,0,0,0,23,-1285,-0.20000000000000018,-15,4,-4275,-1,-6,0,0,0,0,0,0,0,-1,1,0
1120,True,0,0,0,0,34,-549,0.0,-4,16,2136,0,5,-4,2,0,0,0,0,0,0,1,0
1121,False,1,0,0,0,33,1600,0.1999999999999993,11,0,3208,3,10,-1,4,0,0,0,0,0,0,-1,1
1122,False,0,0,0,0,25,674,0.20000000000000018,-2,-16,4653,3,3,7,-3,0,0,0,0,0,0,0,1
1123,False,0,0,0,1,31,-935,-0.1999999999999993,-12,13,-1810,-2,-4,5,-2,0,0,0,0,0,1,1,0
1124,False,1,0,0,0,17,-312,0.0,-18,-1,-1420,-1,-1,18,-8,0,0,0,0,0,-1,0,0
1125,True,1,0,0,0,28,439,-0.20000000000000018,-23,11,3435,-1,3,5,0,0,0,0,0,0,-1,0,0
1126,True,1,0,0,1,29,-301,0.0,-29,4,-4147,1,3,-2,1,0,0,0,0,0,1,-1,1
1127,True,1,0,0,0,26,-401,0.20000000000000018,-17,-5,-616,2,1,-4,-5,0,0,0,0,0,-1,1,1
1128,False,0,0,0,0,25,-769,0.39999999999999947,16,13,-2273,-3,-9,-1,-3,0,0,0,0,0,0,0,0
1129,True,1,0,0,1,27,1332,0.39999999999999947,-1,16,-655,3,1,-3,-1,0,0,0,0,0,1,1,1
1130,False,1,0,0,0,28,-982,0.0,3,4,1677,-2,0,-14,2,0,0,0,0,0,-1,0,0
1131,False,0,0,0,0,30,-655,0.0,28,8,-292,-2,-2,13,-3,0,0,0,0,0,0,0,0
1132,True,1,0,0,1,27,2404,0.0,0,-10,1890,6,12,0,-1,0,0,0,0,0,1,-1,1
1133,False,1,0,0,0,20,-3718,-0.7999999999999998,-40,-20,-5339,-4,-5,4,1,0,0,0,0,0,0,-1,0
1134,True,1,0,0,0,34,-3020,-0.39999999999999947,-19,-29,-2813,-7,-9,-5,1,0,0,0,0,0,-1,-1,0
1135,True,0,0,0,0,39,-1228,-0.20000000000000018,21,1,-1254,-3,-2,-3,2,0,0,0,0,0,-1,0,0
1136,False,0,0,0,1,26,-140,-0.20000000000000018,-26,4,1725,-1,1,3,-1,0,0,0,0,0,1,0,0
1137,False,0,0,0,0,24,-1004,0.0,-18,-13,-4403,1,1,4,-3,0,0,0,0,0,-1,0,1
1138,True,0,0,0,1,23,-270,-0.39999999999999947,33,-12,1923,-2,-1,10,1,0,0,0,0,0,1,-1,0
1139,False,0,0,0,1,24,-1183,-0.1999999999999993,-34,17,-765,-1,-2,-7,2,0,0,0,0,0,1,1,0
1140,True,0,0,0,0,26,-286,0.0,-9,12,-6201,-1,-5,-2,-2,0,0,0,0,0,-1,1,0
1141,True,0,0,0,0,22,2416,0.0,3,32,3633,2,-1,5,-6,0,0,0,0,0,0,0,1
1142,True,0,0,0,0,25,2009,0.39999999999999947,42,4,1302,2,1,7,0,0,0,0,0,0,-1,0,1
1143,True,1,0,0,1,37,3053,0.39999999999999947,16,4,3808,5,15,4,0,0,0,0,0,0,1,0,1
1144,False,1,0,0,0,17,-4818,-0.5999999999999996,-10,-12,-3373,-7,-12,0,-2,0,0,0,0,0,-1,-1,0
1145,False,0,0,0,0,18,-91,0.0,22,20,-288,-1,1,1,-2,0,0,0,0,0,0,-1,0
1146,True,1,0,0,0,30,882,-0.20000000000000018,-3,7,-1236,2,1,2,-3,0,0,0,0,0,0,0,1
1147,False,1,0,0,0,28,-766,-0.39999999999999947,-10,4,-1563,-2,-4,1,0,0,0,0,0,0,-1,1,0
1148,False,0,0,0,0,33,-891,0.1999999999999993,25,-1,-142,-1,-3,6,0,0,0,0,0,0,0,0,0
1149,False,0,0,0,0,23,-3621,-0.7999999999999998,-69,3,-3186,-8,-1,1,-4,0,0,0,0,0,-1,0,0
1150,True,0,0,0,0,22,983,-0.1999999999999993,-2,-8,-1739,1,8,7,-4,0,0,0,0,0,0,1,1
1151,False,0,0,0,0,26,-758,0.0,-30,5,-2569,-1,0,-5,-1,0,0,0,0,0,-1,1,0
1152,False,0,0,0,0,31,92,0.20000000000000018,25,-4,-2894,-1,-6,3,4,0,0,0,0,0,0,0,0
1153,False,0,0,0,0,17,-5916,-0.8000000000000007,-45,1,-1982,-7,-8,2,-1,-1,0,-1,0,0,0,0,0
1154,True,0,0,0,0,27,-1564,-0.39999999999999947,-11,11,1133,-3,0,-7,1,0,0,0,0,0,0,0,0
1155,False,0,0,0,0,18,-500,0.20000000000000018,25,-16,2987,-1,0,3,-3,0,0,0,0,0,0,0,0
1156,False,1,0,0,1,30,1266,-0.1999999999999993,-24,2,2598,3,8,8,-2,0,0,0,0,0,1,0,1
1157,False,1,0,0,1,19,610,0.0,-10,12,-243,2,6,-7,3,0,0,0,0,0,1,0,1
1158,True,0,0,0,1,30,1228,0.39999999999999947,-2,8,-1642,4,5,-1,3,0,0,0,0,0,1,0,1
1159,False,1,0,0,1,31,319,0.39999999999999947,1,12,3000,0,-4,4,-5,0,0,0,0,0,1,1,0
1160,False,0,0,0,0,31,-1683,0.20000000000000018,6,19,1227,-3,-3,0,1,0,0,0,0,0,-1,0,0
1161,True,1,0,0,1,21,1298,0.1999999999999993,19,5,1834,2,4,-67,0,0,0,0,0,0,1,0,1
1162,True,0,0,0,1,22,3383,0.5999999999999996,18,0,6063,7,9,2,-1,0,0,0,0,0,1,0,1
1163,True,0,0,0,1,20,995,0.0,14,-12,5447,3,10,-2,0,0,0,0,0,0,1,-1,1
1164,True,1,0,0,0,25,2648,0.40000000000000036,57,-8,3902,3,-1,5,-1,0,0,0,0,0,0,0,1
1165,False,0,0,0,0,29,248,0.20000000000000018,2,-5,3713,0,0,-29,3,0,0,0,0,0,-1,0,0
1166,True,0,0,0,1,27,-1272,0.20000000000000018,-12,-4,945,-2,-5,-2,-1,0,0,0,0,0,1,0,0
1167,False,1,0,0,0,24,-1608,-0.39999999999999947,-14,-15,-206,-2,-2,0,3,0,0,0,0,0,0,0,0
1168,False,0,0,0,1,34,-196,0.1999999999999993,34,13,318,-1,1,-5,-1,0,0,0,0,0,1,1,0
1169,True,1,0,0,1,32,-894,0.0,-34,-4,-181,1,-2,1,3,0,0,0,0,0,1,0,1
1170,False,0,0,0,0,29,-139,0.0,-22,7,-549,0,-3,12,0,0,0,0,0,0,-1,0,0
1171,True,0,0,0,0,26,-366,0.1999999999999993,-10,-4,-1037,0,1,10,-1,0,0,0,0,0,0,-1,0
1172,False,0,0,0,0,25,-2447,-0.39999999999999947,-22,-5,-2102,-2,-3,-2,0,0,0,0,0,0,-1,0,0
1173,False,0,0,0,1,31,2229,0.0,-26,-4,433,7,4,2,2,0,0,0,0,0,1,0,1
1174,False,0,0,0,0,26,-1166,-0.1999999999999993,-12,-4,2129,-2,-3,0,-1,0,0,0,0,0,-1,0,0
1175,False,0,0,0,0,32,-741,0.0,-24,29,-1926,-1,-1,-8,1,0,0,0,0,0,-1,-1,0
1176,False,1,0,0,0,24,31,0.0,-17,-3,2246,-1,0,4,1,0,0,0,0,0,-1,0,0
1177,True,1,0,0,0,26,1455,0.20000000000000018,11,-2,286,2,1,0,0,0,0,0,0,0,-1,0,1
1178,True,1,0,0,1,29,-583,-0.20000000000000018,-10,0,2615,0,0,-21,3,0,0,0,0,0,1,0,0
1179,True,1,0,0,1,17,1535,0.0,-28,-4,370,5,8,5,-2,0,0,0,0,0,1,1,1
1180,True,0,0,0,0,28,1645,0.39999999999999947,-3,6,-583,3,2,1,-4,0,0,0,0,0,-1,0,1
1181,True,1,0,0,1,26,-1311,0.0,-26,-9,-2115,-2,-3,-6,-1,0,0,0,0,0,1,0,0
1182,True,0,0,0,1,32,-2,0.39999999999999947,41,6,1927,-1,-1,-13,2,0,0,0,0,0,1,-1,0
1183,True,1,0,0,0,17,4869,0.20000000000000018,-6,-4,4623,11,13,2,-1,0,0,0,0,0,0,0,1
1184,False,1,0,0,0,25,-1550,-0.20000000000000018,-24,0,1302,-2,-5,3,-2,0,0,0,0,0,0,0,0
1185,False,1,0,0,0,36,-579,-0.20000000000000018,-23,-4,-45,0,-1,2,0,0,0,0,0,0,-1,0,0
1186,False,1,0,0,0,20,-1401,-0.1999999999999993,-3,-8,-188,-3,-1,-1,0,0,0,0,0,0,0,0,0
1187,False,1,0,0,0,29,-940,0.1999999999999993,7,-5,-1261,-2,-4,-5,0,0,0,0,0,0,-1,-1,0
1188,True,1,0,0,1,26,201,-0.1999999999999993,17,12,451,-1,-2,0,-1,0,0,0,0,0,1,0,0
1189,True,0,0,0,0,33,1558,0.0,2,1,1741,3,2,6,1,0,0,0,0,0,-1,1,1
1190,True,1,0,0,1,21,2268,0.20000000000000018,30,4,-510,4,10,-7,5,0,0,0,0,0,1,-1,1
1191,False,0,0,0,0,24,-1441,-0.40000000000000036,-3,-17,-966,-2,1,-3,2,0,0,0,0,0,0,0,0
1192,False,1,0,0,0,36,133,0.0,-40,19,-2459,2,-1,-4,1,0,0,0,0,0,0,-1,1
1193,True,0,0,0,1,28,-868,0.0,-4,1,-3013,0,-1,-1,1,0,0,0,0,0,1,0,0
1194,True,1,0,0,0,31,1518,0.0,19,12,2541,1,0,-3,1,0,0,0,0,0,0,1,1
1195,True,0,0,0,0,20,1451,0.5999999999999996,18,8,4577,2,2,-2,-1,0,0,0,0,0,-1,0,1
1196,True,1,0,0,0,27,2184,0.20000000000000018,-2,-4,4631,5,2,0,-2,0,0,0,0,0,-1,0,1
1197,True,1,0,0,0,24,1851,0.0,34,-36,195,5,6,-9,2,0,0,0,0,0,-1,0,1
1198,False,0,0,0,0,23,-3333,-0.7999999999999998,-59,-11,-6687,-4,-1,-1,-2,0,0,0,0,0,0,0,0
1199,True,0,0,0,0,21,2442,0.40000000000000036,20,3,1766,5,6,2,-1,0,0,0,0,0,0,0,1
1200,False,1,0,0,0,26,646,0.20000000000000018,-8,-12,-1150,2,-1,10,-1,0,0,0,0,0,-1,1,1
1201,True,0,0,0,0,20,4078,0.39999999999999947,56,11,4427,5,5,5,-3,0,0,0,0,0,-1,1,1
1202,False,0,0,0,0,39,-2062,-0.1999999999999993,-27,0,-967,-4,-1,23,-15,0,0,0,0,0,0,0,0
1203,True,1,0,0,1,31,723,0.0,1,-16,-810,4,2,-20,10,0,0,0,0,0,1,0,1
1204,True,0,0,0,0,17,2163,0.20000000000000018,-10,-5,-1153,5,5,-20,2,0,0,0,0,0,-1,1,1
1205,False,1,0,0,0,23,-4628,-0.7999999999999998,-22,0,-4276,-8,-6,-7,-2,0,0,0,0,0,-1,-1,0
1206,False,0,0,0,0,24,-957,-0.20000000000000018,-21,11,-2247,-2,-2,-7,4,0,0,0,0,0,0,0,0
1207,False,1,0,0,1,29,-146,0.20000000000000018,-36,16,446,0,-1,-21,1,0,0,0,0,0,1,0,0
1208,False,0,0,0,1,17,-1398,-0.39999999999999947,-4,0,-3246,-1,-6,-2,0,0,0,0,0,0,1,-1,0
1209,False,0,0,0,0,22,-3511,-0.39999999999999947,-37,-6,-6142,-5,-2,2,-3,0,0,0,0,0,-1,-1,0
1210,False,0,0,0,1,41,-105,0.0,-23,8,1751,3,3,7,-3,0,0,0,0,0,1,0,1
1211,False,1,0,0,1,25,-1932,0.20000000000000018,-13,-8,-2048,-2,-5,-3,-2,0,0,0,0,0,1,0,0
1212,True,1,0,0,1,22,1342,0.20000000000000018,17,16,862,0,1,0,2,0,0,0,0,0,1,0,0
1213,False,0,0,0,0,24,-3805,-0.7999999999999998,-55,4,-2814,-5,-6,0,-2,0,0,0,0,0,-1,0,0
1214,True,1,0,0,0,27,3537,0.1999999999999993,-16,-13,4218,8,8,16,-3,0,0,0,0,0,-1,0,1
1215,True,1,0,0,1,36,1452,0.39999999999999947,-9,11,1025,4,2,0,-3,0,0,0,0,0,1,1,1
1216,True,1,0,0,1,34,1250,0.5999999999999996,13,20,2857,1,1,26,-6,0,0,0,0,0,1,0,1
1217,True,1,0,0,0,20,1666,0.39999999999999947,22,13,-346,1,-5,13,-6,0,0,0,0,0,-1,0,1
1218,True,0,0,0,1,24,405,0.0,-20,-6,-1332,2,3,4,-6,0,0,0,0,0,1,1,1
1219,True,0,0,0,0,26,1056,0.20000000000000018,27,-4,2810,-1,-3,-1,-1,0,0,0,0,0,0,0,0
1220,True,1,0,0,1,22,1009,0.0,14,4,2330,1,0,2,-2,0,0,0,0,0,1,-1,1
1221,True,1,0,0,0,25,1969,-0.20000000000000018,17,10,779,2,1,-4,2,0,0,0,0,0,-1,0,1
1222,False,0,0,0,0,26,-1758,0.0,-13,0,-1337,-1,-4,-12,2,0,0,0,0,0,0,0,0
1223,True,1,0,0,1,22,4589,0.40000000000000036,38,-1,6841,9,5,-13,1,0,0,0,0,0,1,1,1
1224,True,0,0,0,0,31,-2592,-0.7999999999999998,-33,-5,-1574,-3,0,31,0,0,0,0,0,0,0,-1,0
1225,False,1,0,0,1,29,311,0.0,7,3,2680,2,3,-40,-2,0,0,0,0,0,1,1,1
1226,False,1,0,0,0,22,-1396,0.0,6,-21,41,-2,-1,-17,1,0,0,0,0,0,0,0,0
1227,False,1,0,0,0,32,-19,-0.7999999999999998,-39,-4,-367,0,3,-3,1,0,0,0,0,0,0,0,0
1228,True,1,0,0,1,23,1767,0.20000000000000018,-21,14,2523,4,6,3,-1,0,0,0,0,0,1,1,1
1229,False,0,0,0,0,20,-1573,-0.5999999999999996,-15,0,-214,-1,-7,3,0,0,0,0,0,0,-1,1,0
1230,True,0,0,0,0,34,-970,0.1999999999999993,12,-15,1468,-1,-4,2,4,0,0,0,0,0,0,0,0
1231,False,0,0,0,0,19,-3837,-0.39999999999999947,-8,0,-3225,-4,-15,-3,4,0,0,0,0,0,0,0,0
1232,True,1,0,0,1,25,2155,-0.1999999999999993,-27,8,2261,5,3,1,0,0,0,0,0,0,1,1,1
1233,True,0,0,0,0,30,-1862,0.0,-2,12,-3832,-5,-9,-10,-2,0,0,0,0,0,0,-1,0
1234,True,1,0,0,0,23,1319,-0.20000000000000018,-4,-12,2184,3,4,23,-19,0,0,0,0,0,0,0,1
1235,True,0,0,0,0,23,-2552,-0.39999999999999947,-28,-29,-2650,-3,-2,-20,-1,0,0,0,0,0,0,0,0
1236,False,1,0,0,1,34,1325,0.39999999999999947,-20,14,1094,2,2,4,-4,0,0,0,0,0,1,1,1
1237,False,0,0,0,0,29,-1505,0.0,-2,4,-2335,-3,-5,0,1,0,0,0,0,0,-1,0,0
1238,True,1,0,0,0,27,745,0.39999999999999947,-20,4,3234,4,5,-1,-1,0,0,0,0,0,0,-1,1
1239,False,0,0,0,0,28,-59,-0.39999999999999947,-28,4,-923,1,-2,1,3,0,0,0,0,0,-1,0,1
1240,False,0,0,0,0,17,-3509,-0.20000000000000018,-22,8,-6780,-7,-5,1,-3,0,0,0,0,0,0,0,0
1241,True,1,0,0,1,25,-1167,-0.40000000000000036,-11,-8,-2427,-3,-3,-5,4,0,0,0,0,0,1,-1,0
1242,True,1,0,0,0,21,345,-0.20000000000000018,20,4,54,-1,-2,-37,0,0,0,0,0,0,-1,1,0
1243,False,1,0,0,0,31,-1816,-0.1999999999999993,-30,-16,-2987,0,-3,10,-1,0,0,0,0,0,-1,0,0
1244,False,0,0,0,0,21,-1588,0.20000000000000018,-29,-1,-975,-3,-4,-5,4,0,0,0,0,0,-1,0,0
1245,False,1,0,0,0,23,1518,0.1999999999999993,21,-7,4124,3,2,-1,3,0,0,0,0,0,-1,-1,1
1246,False,0,0,0,0,17,-4168,-0.5999999999999996,-26,0,-4076,-9,-6,-1,-1,0,0,0,0,0,-1,0,0
1247,False,0,0,0,0,20,-313,0.0,32,0,-3100,-5,-10,0,2,0,0,0,0,0,-1,0,0
1248,True,1,0,0,1,23,1488,0.0,21,-12,3031,2,5,7,-5,0,0,0,0,0,1,0,1
1249,True,1,0,0,0,30,1197,0.5999999999999996,19,-13,2702,2,5,0,0,0,0,0,0,0,0,0,1
1250,True,0,0,0,1,27,1062,0.0,-1,17,475,1,4,5,3,0,0,0,0,0,1,0,1
1251,False,0,0,0,0,21,-2095,0.39999999999999947,-1,-3,-3874,-3,-9,-2,3,0,0,0,0,0,-1,1,0
1252,True,0,0,0,0,27,-136,-0.1999999999999993,-21,-17,-4230,2,2,-3,0,0,0,0,0,0,-1,0,1
1253,False,1,0,0,0,22,-4826,-1.1999999999999993,-94,-4,-3954,-5,-5,118,-3,0,0,0,0,0,-1,-1,0
1254,False,1,0,0,0,22,-2856,0.0,-31,-14,-959,-5,-12,-3,3,0,0,0,0,0,-1,-1,0
1255,False,1,0,0,0,30,-187,-0.1999999999999993,-31,-18,173,3,6,-42,-1,0,0,0,0,0,-1,0,1
1256,False,0,0,0,1,37,-980,0.0,-22,20,-833,0,-3,-1,-2,0,0,0,0,0,1,0,0
1257,False,1,0,0,0,35,2046,-0.20000000000000018,-11,0,-2567,6,11,-2,2,0,0,0,0,0,-1,0,1
1258,False,0,0,0,0,21,-1490,-0.5999999999999996,-27,-8,-1038,-3,-2,8,1,0,0,0,0,0,-1,0,0
1259,True,1,0,0,0,28,845,0.20000000000000018,46,-8,-46,-1,-5,-1,-3,0,0,0,0,0,0,0,0
1260,True,0,0,0,0,31,-366,0.0,4,-12,-1461,0,3,1,2,0,0,0,0,0,-1,-1,0
1261,True,1,0,0,0,35,1901,0.0,14,-8,3207,1,1,6,1,0,0,0,0,0,0,0,1
1262,False,1,0,0,0,20,-3627,-0.1999999999999993,14,-6,-5323,-10,-9,-5,2,0,0,0,0,0,-1,0,0
1263,True,0,0,0,0,33,-1307,-0.5999999999999996,-16,-20,959,-2,3,2,-1,0,0,0,0,0,-1,0,0
1264,False,1,0,0,0,28,-356,0.1999999999999993,-1,-4,-3279,-3,-1,-1,0,0,0,0,0,0,-1,0,0
1265,True,1,0,0,1,33,708,0.40000000000000036,-10,-14,2649,2,0,-5,-4,0,0,0,0,0,1,1,1
1266,True,0,0,0,0,31,932,0.0,9,-3,3176,1,0,-3,0,0,0,0,0,0,-1,1,1
1267,True,1,0,0,0,21,4506,0.5999999999999996,46,0,3162,6,10,-3,5,0,0,0,0,0,0,0,1
1268,True,1,0,0,0,32,-546,0.20000000000000018,11,0,2058,-1,-5,-4,1,0,0,0,0,0,0,0,0
1269,False,0,0,0,0,27,-763,0.20000000000000018,12,17,-2139,-3,-12,8,-3,0,0,0,0,0,0,0,0
1270,True,1,0,0,0,31,1451,0.0,0,-1,-4181,3,2,24,-13,0,0,0,0,0,0,1,1
1271,False,0,0,0,0,22,-1583,0.39999999999999947,-43,4,-396,-2,-1,33,2,0,0,0,0,0,0,1,0
1272,False,0,0,0,0,17,-5172,-0.7999999999999998,-50,-7,-6207,-9,-10,19,-4,0,0,0,0,0,-1,0,0
1273,True,1,0,0,0,24,2457,0.1999999999999993,67,4,2283,2,-2,0,-2,0,0,0,0,0,0,0,1
1274,False,0,0,0,0,25,-3110,-0.39999999999999947,-48,6,-5238,-5,-6,1,1,0,0,0,0,0,-1,0,0
1275,True,1,0,0,0,24,364,-0.20000000000000018,12,4,379,0,1,-2,0,0,0,0,0,0,-1,0,0
1276,True,1,0,0,1,28,2252,0.39999999999999947,17,-3,3986,4,3,-5,1,0,0,0,0,0,1,0,1
1277,False,0,0,0,0,30,-2909,-0.5999999999999996,-28,-16,-1928,-5,-8,-58,2,0,0,0,0,0,-1,0,0
1278,True,1,0,0,0,17,-1133,0.0,-23,1,1876,0,-3,-10,3,0,0,0,0,0,0,0,0
1279,True,0,0,0,0,23,1546,-0.1999999999999993,34,5,5498,2,-1,4,1,0,0,0,0,0,-1,-1,1
1280,False,1,0,0,0,30,-2121,-0.20000000000000018,-14,-5,-18,-4,-7,-3,2,0,0,0,0,0,0,0,0
1281,True,1,0,0,0,27,1520,-0.20000000000000018,4,-4,412,2,2,-22,0,0,0,0,0,0,-1,0,1
1282,True,1,0,0,0,18,3400,0.0,-30,8,2463,8,11,5,1,0,0,0,0,0,0,0,1
1283,False,1,0,0,0,25,-507,-0.39999999999999947,-54,-19,3629,2,7,1,0,0,0,0,0,0,-1,0,1
1284,False,0,0,0,0,17,-3685,-0.40000000000000036,-10,-2,-4644,-7,-8,-6,-1,0,0,0,0,0,-1,-1,0
1285,False,0,0,0,0,17,-5007,-0.40000000000000036,-21,-3,-3138,-7,-17,0,1,0,0,0,0,0,-1,0,0
1286,False,0,0,0,0,18,-1133,-0.39999999999999947,3,1,1346,-4,2,-3,-1,0,0,0,0,0,0,0,0
1287,True,0,0,0,0,28,-1123,0.20000000000000018,16,-9,4062,-2,-3,30,1,0,0,0,0,0,-1,0,0
1288,False,0,0,0,1,22,-893,-0.1999999999999993,22,-8,5980,1,-3,3,0,0,0,0,0,0,1,-1,1
1289,False,0,0,0,1,29,-1128,-0.20000000000000018,0,27,-1202,-4,-3,-3,0,0,0,0,0,0,1,1,0
1290,True,0,1,0,0,23,3371,0.40000000000000036,30,4,3175,1,3,5,-2,1,0,1,0,0,0,-1,1
1291,False,0,0,0,0,24,-694,0.1999999999999993,-6,-3,-1041,0,-1,-5,3,0,0,0,0,0,-1,-1,0
1292,True,1,0,0,0,33,2191,0.1999999999999993,27,-3,3205,2,6,-2,3,0,0,0,0,0,0,1,1
1293,False,0,0,0,0,25,-1165,0.20000000000000018,0,-8,-4753,-1,-8,-2,0,0,0,0,0,0,-1,0,0
1294,False,0,0,0,0,22,-2411,-0.5999999999999996,-53,6,-1403,-2,-2,2,-7,0,0,0,0,0,-1,0,0
1295,True,1,0,0,1,24,2006,0.20000000000000018,31,0,3250,3,6,15,0,0,0,0,0,0,1,0,1
1296,True,0,0,0,1,29,-1443,-0.40000000000000036,-15,10,-1971,-5,-10,-6,2,0,0,0,0,0,1,1,0
1297,False,1,0,0,0,34,3902,0.0,26,-8,6674,8,10,-4,-1,0,0,0,0,0,0,0,1
1298,True,1,0,0,0,17,2077,0.1999999999999993,43,-6,5151,1,-1,1,2,0,0,0,0,0,-1,1,1
1299,True,0,0,0,0,21,4444,0.40000000000000036,7,0,-1149,10,12,-8,-1,0,0,0,0,0,-1,0,1
1300,True,1,0,0,0,38,-175,-0.1999999999999993,-24,4,257,2,4,11,0,0,0,0,0,0,0,-1,1
1301,True,1,0,0,0,25,-2332,-0.5999999999999996,-25,8,-5400,-4,-8,4,-3,0,0,0,0,0,0,0,0
1302,False,0,0,0,0,17,-3636,-0.39999999999999947,-34,0,-607,-6,-5,1,-1,0,0,0,0,0,-1,-1,0
1303,True,1,0,0,0,20,1662,0.40000000000000036,45,-16,1710,2,0,124,-3,0,0,0,0,0,0,0,1
1304,True,0,0,0,0,41,690,0.0,19,-5,-1820,0,-3,6,-4,0,0,0,0,0,-1,0,0
1305,False,0,0,0,0,29,-564,-0.1999999999999993,1,6,-1157,0,1,-1,1,0,0,0,0,0,0,-1,0
1306,True,0,0,0,0,22,2580,0.20000000000000018,13,8,2037,3,5,23,-3,0,0,0,0,0,0,0,1
1307,False,0,0,0,0,24,266,0.0,-1,-4,-856,0,3,5,0,0,0,0,0,0,-1,0,0
1308,True,1,0,0,0,25,1443,-0.20000000000000018,-6,-13,-2645,3,7,0,0,0,0,0,0,0,-1,0,1
1309,False,0,0,0,0,17,-4219,-0.5999999999999996,-55,-8,-3900,-7,-8,1,-2,0,0,0,0,0,0,0,0
1310,True,0,0,0,0,24,1114,0.39999999999999947,-11,10,-1369,5,0,-5,6,0,0,0,0,0,-1,0,1
1311,False,1,0,0,0,25,191,0.1999999999999993,-18,-12,-1178,3,8,4,0,0,0,0,0,0,0,0,1
1312,True,1,0,0,0,25,865,0.0,-14,0,-1005,3,2,-20,1,0,0,0,0,0,0,1,1
1313,True,1,0,0,0,22,1002,0.20000000000000018,7,1,-5068,3,4,-2,6,0,0,0,0,0,-1,-1,1
1314,False,0,0,0,0,17,-3355,-0.40000000000000036,-21,10,-2829,-7,-13,-7,2,0,0,0,0,0,-1,0,0
1315,False,0,0,0,0,30,-2793,-0.20000000000000018,-33,-8,-742,-5,-8,1,-2,0,0,0,0,0,0,-1,0
1316,False,1,0,0,0,42,-932,-0.5999999999999996,-35,-3,4810,-1,0,4,1,0,0,0,0,0,0,0,0
1317,False,0,0,0,0,21,-2823,-0.20000000000000018,-43,-8,-3550,-2,-3,-26,18,0,0,0,0,0,0,-1,0
1318,False,1,0,0,0,24,975,-0.1999999999999993,10,-5,3379,0,1,4,4,0,0,0,0,0,0,0,0
1319,False,0,0,0,0,25,-1387,0.1999999999999993,-20,-8,-2364,-2,-2,29,-15,0,0,0,0,0,-1,0,0
1320,False,1,0,0,0,35,1964,0.20000000000000018,5,-8,2964,4,7,3,2,0,0,0,0,0,-1,0,1
1321,True,0,0,0,0,29,-521,-0.20000000000000018,-6,0,324,-2,1,-4,0,0,0,0,0,0,-1,0,0
1322,False,0,0,0,0,30,-622,0.1999999999999993,-20,12,346,-2,-4,-3,0,0,0,0,0,0,-1,1,0
1323,False,1,0,0,0,25,-5267,-0.7999999999999998,-48,-16,-8270,-8,-7,-4,-1,0,0,0,0,0,0,0,0
1324,False,0,0,0,0,24,-381,-0.40000000000000036,-1,-11,-3275,0,-1,-7,2,0,0,0,0,0,-1,0,0
1325,False,1,0,0,0,29,2776,0.39999999999999947,25,0,5791,5,7,6,2,0,0,0,0,0,0,0,1
