,blueWins,blueFirstBlood,blueFirstTower,blueFirstInhibitor,blueFirstDragon,matchMin,TotalGold_Gap,AvgLever_Gap,TotalMinionKills_Gap,TotalJungleMinionKills_Gap,TotalDamageToChampion_Gap,Kill_Gap,Assist_Gap,WardPlaced_Gap,WardKills_Gap,TowerKills_Gap,MidTowerKills_Gap,TopTowerKills_Gap,BotTowerKills_Gap,Inhibitor_Gap,Dragon_Gap,RiftHeralds_Gap,humanPrediction
2223,True,1,0,0,1,31,626,-0.40000000000000036,-47,-3,8294,5,5,22,-1,1,0,0,0,0,1,1,1
2224,True,1,1,0,1,22,3665,0.0,48,-4,5503,3,5,-2,0,1,0,0,1,0,0,1,1
2225,False,1,0,0,0,27,-5996,-0.5999999999999996,-19,-40,-10615,-10,-13,-24,0,0,0,0,0,0,-2,1,0
2226,False,1,0,0,1,26,-4497,-0.20000000000000107,-38,4,-5603,-6,-12,-1,-2,0,0,0,0,0,1,-1,0
2227,False,0,0,0,0,26,-1087,-0.1999999999999993,-17,-15,2057,-3,-1,-6,-2,1,0,1,-1,0,-2,-1,0
2228,True,1,0,0,1,18,7758,0.7999999999999989,63,-32,9992,23,34,3,1,0,0,0,0,0,1,1,1
2229,True,1,1,0,1,22,5718,0.40000000000000036,-61,10,1961,15,23,8,-3,0,0,-1,1,0,2,1,1
2230,False,0,0,0,0,20,-9077,-0.6000000000000014,-24,-10,-11360,-11,-12,-3,-6,-1,-1,-1,-1,0,-2,1,0
2231,True,0,0,0,0,28,-454,-0.1999999999999993,-14,-3,-3090,1,-2,-6,0,0,0,0,0,0,-1,1,1
2232,True,0,1,0,0,18,5429,0.40000000000000036,77,4,-2082,6,11,42,7,1,0,1,0,0,0,1,1
2233,False,0,0,0,1,24,-3080,-0.40000000000000036,24,-15,-6155,-1,0,-5,2,0,0,0,-1,0,1,-1,0
2234,False,1,0,0,0,37,868,0.1999999999999993,15,-3,-4488,-4,-8,-22,6,0,0,0,0,0,-2,1,0
2235,False,1,1,0,1,29,-1582,-0.40000000000000036,19,13,-8393,-7,-9,-3,0,1,0,1,-1,0,0,1,0
2236,False,0,0,0,0,30,-3633,-0.8000000000000007,-41,5,-584,-9,-8,-12,4,0,0,0,0,0,-1,1,0
2237,False,0,0,0,0,29,-7499,-1.0,-39,5,-3664,-10,-10,-40,3,-1,0,-1,0,0,-2,-1,0
2238,False,0,0,0,0,38,1214,0.40000000000000036,48,0,-1433,0,0,-2,3,0,0,0,0,0,-1,1,0
2239,False,0,0,0,0,26,-5914,-0.40000000000000036,-28,24,-12551,-9,-8,-14,-2,0,0,0,-1,0,-2,-1,0
2240,True,1,1,0,1,29,2948,0.40000000000000036,-29,4,-3437,4,11,-66,-4,1,0,0,1,0,1,1,1
2241,True,1,0,0,0,35,3100,0.3999999999999986,-7,25,1156,5,3,3,-5,0,0,0,0,0,0,1,1
2242,True,1,1,0,1,26,3641,0.1999999999999993,36,15,4245,2,4,-21,2,1,0,0,1,0,1,1,1
2243,True,1,0,0,1,19,1844,0.40000000000000036,35,16,-2788,0,-1,9,4,0,0,0,0,0,0,-1,0
2244,False,1,0,0,0,22,145,-0.40000000000000036,-49,-12,-4293,-2,-8,6,-4,0,0,0,0,0,-1,1,0
2245,False,0,0,0,0,17,-7001,-0.5999999999999996,-58,-42,-8036,-7,-14,-9,3,0,0,0,-1,0,-1,-1,0
2246,True,1,1,0,1,22,7012,0.20000000000000107,30,17,2383,7,13,43,-3,2,1,1,0,0,2,1,1
2247,False,0,0,0,0,20,-5234,0.0,44,-19,-8821,-8,-16,9,3,0,0,0,-1,0,0,-1,0
2248,False,0,1,0,0,40,3565,0.1999999999999993,25,-5,1962,3,2,-2,6,2,0,2,0,0,-2,1,1
2249,False,0,0,0,0,26,-2854,-0.40000000000000036,21,-17,-5442,-11,-18,-4,-2,0,0,0,-1,0,-2,1,0
2250,True,0,0,0,1,32,-3348,-0.1999999999999993,22,24,2519,-7,-12,54,3,0,0,0,0,0,2,-1,0
2251,False,1,0,0,0,24,890,0.3999999999999986,-2,12,4150,1,3,9,1,0,0,0,0,0,-2,-1,1
2252,False,1,0,0,0,26,-2552,-0.40000000000000036,16,-34,-3856,-6,-5,1,3,1,-1,1,0,0,0,-1,0
2253,False,0,0,0,0,23,-8004,-0.40000000000000036,-91,-9,-2728,-6,-9,-36,3,-1,0,-1,-1,0,-1,-1,0
2254,True,1,0,0,0,32,-4414,-0.40000000000000036,5,11,-13229,-10,-8,-17,4,0,0,0,-1,0,0,-1,0
2255,True,0,0,0,1,30,-721,0.1999999999999993,-49,-3,3082,1,2,0,-6,0,0,0,0,0,1,-1,1
2256,True,1,1,0,1,38,3760,0.20000000000000107,6,-20,3887,4,12,2,5,1,0,0,1,0,1,1,1
2257,True,1,0,0,0,23,6396,0.7999999999999989,26,-4,4582,11,16,27,0,-1,0,-1,-1,0,0,-1,1
2258,False,0,0,0,0,31,-1618,0.0,-75,-1,-7206,3,1,20,-10,0,0,0,-1,0,-2,1,1
2259,False,1,0,0,0,30,-5291,-0.5999999999999996,-29,6,-2636,-7,-5,-36,4,-1,-1,-1,0,0,-2,-1,0
2260,True,0,1,0,0,23,1873,0.0,-8,0,4994,-2,-1,2,-4,2,1,0,1,0,0,1,0
2261,False,1,1,0,1,41,-173,-0.40000000000000036,27,-5,5112,-6,-15,1,-5,1,0,1,0,0,1,1,0
2262,False,1,1,0,0,29,3157,0.20000000000000107,19,1,2804,0,-4,-48,-5,2,1,1,0,0,-1,1,0
2263,False,0,0,0,0,17,-8835,-0.7999999999999989,-12,-8,-4392,-11,-17,-7,-2,0,-1,0,-1,0,-2,-1,0
2264,True,1,0,0,0,30,551,0.0,27,-1,-2240,0,1,-3,6,-1,0,-1,-1,0,0,-1,0
2265,True,1,1,0,0,17,12948,1.0,104,-13,22615,22,23,1,1,2,1,1,0,0,-1,1,1
2266,False,1,1,0,0,31,1742,0.0,47,5,75,-2,-7,-13,3,1,0,1,0,0,-2,1,0
2267,True,1,1,0,1,35,393,-0.20000000000000107,-39,21,1398,1,3,-7,5,1,0,0,1,0,0,1,1
2268,False,1,0,0,0,24,-106,-0.40000000000000036,-10,-49,-1919,3,5,-4,5,0,0,0,0,0,0,-1,1
2269,False,1,0,0,0,25,-2842,-0.8000000000000007,-26,5,-3991,-8,-9,-2,1,0,0,0,-1,0,-1,1,0
2270,False,1,0,0,0,39,113,-0.1999999999999993,-6,8,1810,1,6,-43,-2,0,0,0,-1,0,-1,-1,1
2271,True,0,0,0,1,27,1812,0.5999999999999996,44,-5,1843,1,-6,10,0,0,0,0,0,0,1,-1,1
2272,True,1,0,0,1,34,302,-0.40000000000000036,25,-9,5363,1,0,5,1,0,0,0,0,0,1,-1,1
2273,False,0,0,0,0,22,-1904,-0.20000000000000107,-38,0,-1592,-2,5,5,-2,0,0,0,-1,0,-1,1,0
2274,True,1,0,0,0,31,-2362,0.20000000000000107,-7,7,-5716,-3,-5,24,1,-1,0,-1,0,0,-1,-1,0
2275,True,0,1,0,0,30,1764,-0.5999999999999996,-7,-4,821,2,3,35,-2,2,1,1,-1,0,-1,1,1
2276,False,0,1,0,0,26,1023,0.0,62,-16,-5126,-4,-6,-8,4,1,0,1,0,0,-1,1,0
2277,False,0,0,0,1,22,-1617,-0.40000000000000036,15,22,1788,-6,-7,-12,11,0,0,0,0,0,1,1,0
2278,False,0,0,0,1,31,-3311,-0.5999999999999996,-47,3,-5224,-6,-5,-6,7,0,0,0,0,0,1,1,0
2279,True,0,0,0,0,34,-8265,-0.3999999999999986,-70,-5,-11401,-9,-10,6,-3,-1,0,-1,-1,0,-1,-1,0
2280,True,0,0,0,1,17,9218,1.4000000000000004,76,21,10565,14,20,2,0,1,0,1,-1,0,2,-1,1
2281,True,0,1,0,0,29,3843,0.40000000000000036,74,8,3718,2,1,0,5,1,1,0,0,0,0,1,1
2282,True,0,0,0,1,35,75,0.20000000000000107,-15,2,-105,1,4,22,3,0,0,0,0,0,0,-1,1
2283,True,1,1,0,1,26,5183,0.40000000000000036,12,3,10168,3,12,9,2,1,0,0,1,0,1,1,1
2284,False,0,0,0,1,28,-6883,-0.1999999999999993,-59,-26,-1546,-8,-4,5,-6,-1,-1,-1,-1,0,0,-1,0
2285,False,0,0,0,0,19,-6378,-0.7999999999999989,-22,-13,343,-12,-14,-167,-2,0,0,0,0,0,-1,-1,0
2286,True,1,1,0,1,23,2595,0.1999999999999993,-41,-11,3609,6,14,11,1,0,0,-1,1,0,1,1,1
