,gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds,matchMin
56,KR_6428954110,False,21900,1716,41,8.2,264,60,23384,0,5,12,8,27,7,1,0,BOT_LANE,1,0,0,1,0,0,,0,0,True,24420,5440,42,8.4,276,67,26189,1,12,5,9,28,9,0,0,,1,0,1,0,0,0,,0,0,27
57,KR_6444868860,False,23817,2342,44,8.8,352,86,22024,0,6,12,4,20,5,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,True,23605,4015,42,8.4,292,66,22408,1,12,6,18,24,1,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,20
58,KR_6443770144,False,20345,3215,42,8.4,274,80,23037,1,5,8,2,22,4,0,0,,0,0,0,0,0,0,,0,1,True,21048,2593,41,8.2,301,44,21618,0,8,5,9,43,4,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,41
59,KR_6413441186,True,23537,4462,43,8.6,279,92,24850,0,10,13,8,18,1,0,0,,0,0,0,0,0,0,,0,0,False,26430,3960,44,8.8,243,76,22977,1,13,10,8,22,4,1,0,BOT_LANE,2,1,0,1,0,1,EARTH_DRAGON,1,1,29
60,KR_6422889287,False,21178,4274,44,8.8,342,58,16623,0,4,10,3,22,5,0,0,,0,0,0,0,0,0,,0,0,True,23504,1429,44,8.8,269,76,18637,1,10,4,12,26,4,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,40
61,KR_6434293936,True,23666,2851,41,8.2,241,76,23887,1,11,11,15,22,6,0,0,,0,0,0,0,0,0,,0,1,False,25075,3190,44,8.8,283,68,22505,0,11,11,8,25,2,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,24
62,KR_6411974824,False,23860,2210,44,8.8,262,76,25761,1,11,10,7,34,6,0,0,,0,0,0,0,0,0,CHEMTECH_DRAGON,1,0,True,21987,4377,42,8.4,254,56,22192,0,10,11,7,27,2,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1,47
63,KR_6370199566,True,25780,3705,47,9.4,318,76,26436,1,14,2,9,0,7,0,0,,0,0,0,0,0,1,"WATER_DRAGON,CHEMTECH_DRAGON",2,0,False,17927,3257,43,8.6,288,72,15819,0,2,14,1,0,2,0,0,,0,0,0,0,0,0,,0,0,18
64,KR_6437548317,True,25437,3322,45,9.0,340,96,23647,1,13,7,6,23,5,1,0,TOP_LANE,1,0,1,0,0,1,"HEXTECH_DRAGON,CHEMTECH_DRAGON",2,1,False,22783,4063,42,8.4,280,76,19482,0,7,13,6,23,9,0,0,,0,0,0,0,0,0,,0,0,28
65,KR_6432031382,True,24164,6483,41,8.2,232,60,25114,1,13,10,13,42,6,1,0,BOT_LANE,1,0,0,1,0,1,HEXTECH_DRAGON,1,1,False,23968,3808,43,8.6,275,68,26003,0,10,13,8,25,6,0,0,,0,0,0,0,0,0,,0,0,32
66,KR_6427303460,True,23559,3239,44,8.8,276,80,30175,1,13,15,16,22,0,0,0,,0,0,0,0,0,0,HEXTECH_DRAGON,1,0,False,24843,5243,44,8.8,252,67,29902,0,15,13,19,37,0,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,28
67,KR_6446641755,True,24470,5186,43,8.6,250,63,31552,0,12,17,15,22,2,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,False,24593,5398,45,9.0,268,60,30475,1,17,12,7,21,3,0,0,,0,0,0,0,0,0,,0,0,29
68,KR_6425668233,False,23401,3671,43,8.6,286,79,16899,1,6,11,7,23,4,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,True,23807,4102,43,8.6,295,76,19614,0,11,6,14,19,6,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,WATER_DRAGON",2,0,28
69,KR_6402374526,True,21974,3714,43,8.6,260,58,23455,1,9,7,5,21,22,0,0,,0,0,0,0,0,0,,0,0,False,22598,3651,43,8.6,287,57,23198,0,7,9,4,60,5,1,0,BOT_LANE,1,0,0,1,0,1,WATER_DRAGON,1,0,35
70,KR_6361450658,False,21824,1609,43,8.6,243,84,22035,1,7,14,8,0,3,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,True,26139,5274,45,9.0,324,71,22805,0,14,7,13,0,1,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,31
71,KR_6446748839,True,23285,3335,43,8.6,325,72,22354,0,8,15,4,19,4,0,0,,0,0,0,0,0,0,,0,1,False,25074,3789,45,9.0,297,79,28109,1,15,8,13,25,3,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,41
72,KR_6443201426,False,23100,2220,42,8.4,271,76,23204,0,10,13,3,34,1,0,0,,0,0,0,0,0,0,,0,0,True,24093,1803,42,8.4,279,56,28369,1,13,10,10,19,5,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,46
73,KR_6398647221,False,25228,2198,41,8.2,264,60,31314,0,13,23,11,22,6,0,0,,0,0,0,0,0,0,,0,0,True,28753,2330,43,8.6,276,61,34060,1,23,13,20,22,6,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,24
74,KR_6434329673,True,28249,5109,44,8.8,279,62,35335,1,19,6,21,30,1,1,0,MID_LANE,2,2,0,0,0,1,CHEMTECH_DRAGON,1,1,False,21024,1719,40,8.0,243,74,23242,0,6,19,5,22,6,0,0,,0,0,0,0,0,0,,0,0,30
75,KR_6323721187,True,25061,2955,44,8.8,339,60,24864,0,12,10,11,27,6,0,0,,0,0,0,0,0,0,AIR_DRAGON,1,0,False,23446,1606,44,8.8,294,73,22572,1,10,12,5,27,3,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,39
76,KR_6446303389,True,24515,4835,43,8.6,310,72,25869,1,10,12,12,19,4,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,False,23211,2951,43,8.6,293,66,22050,0,12,10,10,21,3,0,0,,0,0,0,0,0,0,,0,0,30
77,KR_6357395445,True,31019,7064,46,9.2,341,60,26096,1,16,3,13,0,6,1,0,BOT_LANE,3,0,2,1,0,0,,0,1,False,19652,2707,42,8.4,279,60,16526,0,3,16,3,0,2,0,0,,0,0,0,0,0,0,,0,0,22
78,KR_6355620101,False,24615,3585,44,8.8,264,52,30212,1,11,10,15,0,4,0,0,,0,0,0,0,0,0,,0,1,True,23522,2687,44,8.8,317,68,26279,0,10,11,5,0,2,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,36
79,KR_6432408969,False,23651,4741,42,8.4,260,80,21215,1,10,16,12,21,3,0,0,,0,0,0,0,0,0,,0,0,True,27259,3569,45,9.0,312,64,32942,0,16,10,12,27,6,1,0,BOT_LANE,1,0,0,1,0,1,HEXTECH_DRAGON,1,0,33
80,KR_6445602593,False,22628,2948,42,8.4,252,64,25412,1,13,11,16,25,6,0,0,,0,0,0,0,0,0,,0,0,True,23577,4482,41,8.2,266,40,29589,0,11,13,14,322,4,0,0,,0,0,0,0,0,0,,0,1,41
81,KR_6433075341,False,21357,4872,41,8.2,245,64,21302,0,7,10,8,42,5,0,0,,0,0,0,0,0,0,,0,0,True,25627,1867,45,9.0,343,76,24891,1,10,7,6,23,11,1,0,TOP_LANE,2,1,1,0,0,1,CHEMTECH_DRAGON,1,1,48
82,KR_6379179881,False,23052,3542,42,8.4,269,60,23151,0,11,18,5,34,3,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,True,28521,3931,45,9.0,311,84,24062,1,18,11,16,30,13,1,0,TOP_LANE,1,0,1,0,0,0,FIRE_DRAGON,1,1,27
83,KR_6329266639,False,22074,2249,42,8.4,278,76,23104,0,8,16,6,44,5,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,True,26225,3275,47,9.4,305,80,27197,1,16,8,9,25,7,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,37
84,KR_6428871538,True,23821,2541,42,8.4,296,64,24094,0,10,14,12,27,9,0,0,,0,0,0,0,0,0,,0,0,False,26847,3497,43,8.6,297,72,25781,1,14,10,8,29,6,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,36
85,KR_6419453157,True,24305,1950,43,8.6,296,76,25406,1,13,4,13,26,7,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,False,20562,2067,42,8.4,277,56,19843,0,4,13,3,25,8,0,0,,0,0,0,0,0,0,,0,0,21
86,KR_6410354305,True,24853,1563,42,8.4,240,72,21254,1,16,6,19,26,9,0,0,,0,0,0,0,0,0,,0,1,False,21817,3512,43,8.6,296,63,21807,0,6,16,5,60,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,43
87,KR_6392236974,False,24174,2149,44,8.8,276,52,28794,1,12,15,10,17,30,0,0,,0,0,0,0,0,0,,0,0,True,25694,7609,45,9.0,280,68,29020,0,15,12,10,161,5,0,0,,0,0,0,0,0,0,,0,0,33
88,KR_6439631596,True,31739,3709,44,8.8,270,72,30143,1,23,7,22,33,9,1,0,BOT_LANE,2,0,1,1,0,1,"HEXTECH_DRAGON,EARTH_DRAGON",2,1,False,21613,1838,41,8.2,271,54,18221,0,7,23,4,33,5,0,0,,0,0,0,0,0,0,,0,0,22
89,KR_6445951372,True,26969,5214,46,9.2,300,91,25994,1,14,3,10,24,3,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,1,False,20227,1977,41,8.2,283,60,15113,0,3,14,2,20,4,0,0,,0,0,0,0,0,0,,0,0,25
90,KR_6445625253,True,25019,3094,45,9.0,365,79,20966,1,8,4,5,25,5,1,0,MID_LANE,1,1,0,0,0,0,,0,0,False,20347,2857,41,8.2,307,53,13372,0,4,8,5,23,2,0,0,,0,0,0,0,0,0,,0,0,20
91,KR_6446584173,False,24975,3180,44,8.8,265,76,29945,1,13,14,8,20,29,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,True,25032,2873,43,8.6,275,52,35015,0,14,13,15,521,2,0,0,,0,0,0,0,0,1,"CHEMTECH_DRAGON,EARTH_DRAGON",2,0,34
92,KR_6369828859,False,22366,6201,44,8.8,314,68,21381,0,8,6,2,0,3,0,0,,0,0,0,0,0,0,,0,0,True,20528,2698,42,8.4,239,74,20118,1,6,8,4,0,2,0,0,,0,0,0,0,0,0,,0,0,37
93,KR_6329177494,True,27102,11247,46,9.2,340,60,23120,1,11,5,11,24,3,1,0,TOP_LANE,3,1,2,0,0,0,EARTH_DRAGON,1,0,False,19355,3135,40,8.0,240,60,20792,0,5,11,2,278,4,0,0,,1,0,1,0,0,1,AIR_DRAGON,1,1,17
94,KR_6422419621,True,25397,3026,44,8.8,316,80,29111,0,15,6,14,16,7,0,0,,0,0,0,0,0,0,,0,1,False,19899,4084,40,8.0,251,52,23134,1,6,15,3,17,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,18
95,KR_6446725206,True,22720,4680,43,8.6,310,68,21735,1,8,5,9,56,3,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,False,20888,3988,44,8.8,307,56,18896,0,5,8,5,24,17,0,0,,0,0,0,0,0,0,,0,0,40
96,KR_6441394241,True,31252,2997,44,8.8,267,103,34396,1,21,4,26,65,5,1,0,BOT_LANE,3,1,1,1,0,0,,0,0,False,18538,3038,40,8.0,278,32,21887,0,4,21,4,20,0,0,0,,0,0,0,0,0,0,,0,0,17
97,KR_6446753313,False,20246,2446,39,7.8,243,60,25060,0,5,20,3,80,7,0,0,,0,0,0,0,0,0,,0,0,True,29037,3197,47,9.4,305,64,29833,1,20,5,15,25,32,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,1,30
98,KR_6434407198,True,25884,3179,44,8.8,317,64,22377,0,13,10,13,30,3,1,0,TOP_LANE,1,0,1,0,0,1,"FIRE_DRAGON,WATER_DRAGON",2,0,False,25614,4174,43,8.6,310,92,20498,1,10,13,12,24,6,0,0,,0,0,0,0,0,0,,0,1,28
99,KR_6433710256,False,22087,4042,42,8.4,227,56,25166,0,12,11,9,18,4,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,True,26213,3443,41,8.2,264,48,27396,1,11,12,14,26,2,1,0,MID_LANE,1,1,0,0,0,0,,0,1,29
100,KR_6412265036,True,24968,4918,46,9.2,322,76,27536,1,13,10,9,26,5,0,0,,0,0,0,0,0,0,,0,0,False,22531,4186,43,8.6,284,72,27685,0,10,13,7,22,4,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,1,32
101,KR_6397212111,False,17704,3809,37,7.4,193,78,12273,0,4,14,2,8,2,0,0,,0,0,0,0,0,0,,0,1,True,28699,1224,45,9.0,312,73,19617,1,14,4,13,17,2,1,0,BOT_LANE,3,0,1,2,0,0,,0,0,20
102,KR_6396371220,True,22000,1265,43,8.6,291,51,23610,1,8,7,7,13,2,0,0,,0,0,0,0,0,0,,0,0,False,21617,3017,43,8.6,278,76,20572,0,7,8,4,18,1,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,36
103,KR_6428894921,True,28099,4339,43,8.6,298,80,29453,1,20,13,18,20,4,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,25476,4506,43,8.6,257,50,28982,0,13,20,15,21,3,0,0,,0,0,0,0,0,0,,0,1,36
104,KR_6432537909,False,24544,3439,43,8.6,247,79,25228,0,10,15,5,167,9,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,1,True,26830,3290,43,8.6,325,47,27732,1,15,10,17,28,1,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,34
105,KR_6385682398,True,25008,2878,46,9.2,356,72,18570,1,10,5,6,130,9,0,0,,0,0,0,0,0,0,,0,0,False,21053,2613,44,8.8,298,96,17651,0,5,10,4,41,6,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,22
106,KR_6344811389,True,24632,5804,45,9.0,280,71,30711,1,14,9,4,24,3,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,21137,2382,42,8.4,219,72,22763,0,9,14,5,21,3,0,0,,0,0,0,0,0,0,,0,0,21
107,KR_6353781302,False,23922,2482,41,8.2,215,48,28645,1,14,19,17,0,6,0,0,,0,0,0,0,0,0,,0,0,True,29053,3283,45,9.0,305,60,33797,0,19,14,24,0,7,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,35
108,KR_6446735149,True,26558,2453,42,8.4,336,60,23698,1,14,9,17,32,8,0,0,,1,0,0,1,0,1,"AIR_DRAGON,FIRE_DRAGON",2,1,False,25291,4141,43,8.6,346,60,23891,0,9,14,10,30,6,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,30
109,KR_6443388507,False,23296,931,41,8.2,259,57,23688,1,11,16,7,16,3,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,True,26643,4008,41,8.2,263,75,28064,0,16,11,19,28,3,0,0,,1,0,0,1,0,1,EARTH_DRAGON,1,1,38
110,KR_6432611343,True,27738,1723,45,9.0,318,68,28868,0,16,12,13,32,5,0,0,,0,0,0,0,0,0,,0,0,False,23624,1764,44,8.8,294,52,24342,1,12,16,9,22,6,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,27
111,KR_6394210857,True,26327,2367,43,8.6,288,66,24312,1,13,10,17,23,5,0,0,,1,1,0,0,0,0,,0,1,False,24873,2553,43,8.6,314,40,22642,0,10,13,8,24,6,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,29
112,KR_6444321440,False,24840,4460,39,7.8,212,44,27867,0,16,17,16,30,5,0,0,,0,0,0,0,0,0,,0,0,True,28426,3436,42,8.4,292,68,28878,1,17,16,15,37,4,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,29
113,KR_6445631734,False,23258,2083,42,8.4,324,72,20656,1,7,5,10,42,3,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,True,20872,5877,42,8.4,285,60,19210,0,5,7,6,22,3,0,0,,0,0,0,0,0,0,,0,0,44
114,KR_6431302033,True,26585,4525,45,9.0,324,68,32951,1,16,13,15,28,6,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,False,24757,2032,43,8.6,271,51,24500,0,13,16,11,21,5,0,0,,0,0,0,0,0,0,,0,0,43
115,KR_6444056136,True,24452,2352,47,9.4,350,68,23869,1,12,10,7,28,7,0,0,,0,0,0,0,0,0,,0,0,False,22324,3494,42,8.4,274,76,24396,0,10,12,5,27,6,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1,35
116,KR_6326758538,False,25101,5566,47,9.4,346,67,31603,1,13,9,12,33,4,0,0,,0,0,0,0,0,0,,0,0,True,21303,4088,44,8.8,301,75,23955,0,9,13,5,19,4,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,27
117,KR_6438320696,True,29007,5792,44,8.8,294,64,37671,0,19,12,16,29,8,1,0,BOT_LANE,1,0,0,1,0,0,,0,0,False,25266,2181,41,8.2,305,64,25127,1,12,19,13,22,2,0,0,,0,0,0,0,0,0,,0,0,27
118,KR_6443715596,True,25521,5381,43,8.6,251,75,23795,1,14,8,11,30,8,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,1,False,22701,1706,40,8.0,273,64,22609,0,8,14,8,27,10,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,30
119,KR_6421832980,True,26096,1871,43,8.6,339,52,29728,1,14,4,4,25,5,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,1,False,20540,3275,41,8.2,293,71,19307,0,4,14,4,20,3,0,0,,0,0,0,0,0,0,,0,0,29
120,KR_6446432693,False,26069,2834,44,8.8,240,80,29301,1,16,11,12,19,2,1,0,MID_LANE,1,1,0,0,0,0,,0,0,True,23027,2872,42,8.4,272,68,28655,0,11,16,11,20,6,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,26
121,KR_6372409394,False,23396,3006,43,8.6,300,60,21007,0,9,9,10,0,6,0,0,,0,0,0,0,0,0,,0,1,True,23447,3676,45,9.0,300,88,25833,1,9,9,5,0,5,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,36
122,KR_6436629907,True,22928,3568,43,8.6,264,74,24129,0,13,7,6,32,6,0,0,,0,0,0,0,0,0,,0,0,False,21941,3396,42,8.4,243,84,21149,1,7,13,0,30,7,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1,46
123,KR_6419232687,False,23023,4892,46,9.2,281,91,25777,1,12,7,4,27,4,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,True,22506,2491,42,8.4,264,68,24401,0,7,12,6,18,7,0,0,,0,0,0,0,0,0,,0,1,32
124,KR_6419497583,True,27741,4196,45,9.0,329,89,25490,1,13,13,3,18,1,1,0,TOP_LANE,3,1,2,0,0,0,,0,1,False,24925,4235,44,8.8,238,70,26392,0,13,13,18,25,2,0,0,,0,0,0,0,0,0,,0,0,38
125,KR_6446760993,True,22633,2222,43,8.6,290,77,25230,0,7,10,5,279,4,0,0,,0,0,0,0,0,0,,0,1,False,22715,4885,44,8.8,306,34,18619,1,10,7,10,17,10,0,0,,0,0,0,0,0,0,,0,0,34
126,KR_6430607833,False,22694,4694,42,8.4,269,84,26032,0,6,17,10,21,2,0,0,,0,0,0,0,0,0,,0,0,True,26845,2050,44,8.8,297,64,30843,1,17,6,18,23,5,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1,22
127,KR_6446701518,True,25659,2539,43,8.6,277,56,26364,0,17,9,15,24,8,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,EARTH_DRAGON",2,1,False,23447,2332,44,8.8,299,56,23329,1,9,17,7,32,7,0,0,,0,0,0,0,0,0,,0,0,34
128,KR_6442315417,False,24538,3918,42,8.4,239,62,27154,1,11,11,10,24,4,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,True,23188,1873,43,8.6,264,69,24033,0,11,11,8,26,3,0,0,,0,0,0,0,0,0,,0,0,36
129,KR_6423154907,True,24829,4479,41,8.2,312,44,21919,1,11,15,12,67,1,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,False,24507,4442,43,8.6,260,64,27415,0,15,11,12,15,22,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,31
130,KR_6443711874,False,25425,5240,43,8.6,293,70,25000,0,13,13,10,17,3,1,0,TOP_LANE,1,0,1,0,0,1,FIRE_DRAGON,1,1,True,24759,3094,43,8.6,287,56,27021,1,13,13,8,28,3,0,0,,0,0,0,0,0,0,,0,0,28
131,KR_6406815590,False,22967,3101,42,8.4,264,56,22079,0,10,17,12,17,3,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,True,29476,2506,46,9.2,327,84,29867,1,17,10,7,24,2,1,0,TOP_LANE,2,0,2,0,0,0,,0,1,22
132,KR_6421817558,False,20683,3563,44,8.8,292,56,17917,0,7,11,3,15,2,0,0,,0,0,0,0,0,1,"FIRE_DRAGON,EARTH_DRAGON",2,0,True,26764,3444,45,9.0,343,84,20738,1,11,7,10,18,4,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,23
133,KR_6412329925,True,23626,3156,43,8.6,267,64,31341,0,12,17,10,35,2,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,False,27495,3350,44,8.8,252,76,29766,1,17,12,16,21,0,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,35
134,KR_6446778461,True,24816,1896,42,8.4,248,60,27365,0,13,10,11,26,3,1,0,MID_LANE,1,1,0,0,0,1,HEXTECH_DRAGON,1,0,False,21978,1803,41,8.2,240,58,25356,1,10,13,7,17,3,0,0,,0,0,0,0,0,0,,0,0,23
135,KR_6443884753,True,23250,3450,44,8.8,328,84,23106,0,9,8,10,337,5,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,False,22503,1468,43,8.6,321,52,21055,1,8,9,8,24,3,0,0,,0,0,0,0,0,0,,0,1,36
136,KR_6445720973,True,24031,2511,42,8.4,283,64,30530,1,10,14,10,25,4,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,False,25172,4337,45,9.0,277,66,22713,0,14,10,10,21,2,0,0,,0,0,0,0,0,0,,0,0,44
137,KR_6433586029,True,25926,3136,45,9.0,316,68,26879,1,15,6,26,22,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,22371,4251,42,8.4,282,87,18536,0,6,15,8,28,7,0,0,,0,0,0,0,0,0,,0,1,23
138,KR_6445102294,True,25533,2763,43,8.6,305,55,26369,1,14,12,16,28,6,0,0,,0,0,0,0,0,0,,0,0,False,24449,2194,42,8.4,243,80,22272,0,12,14,9,50,4,0,0,,0,0,0,0,0,0,,0,1,24
139,KR_6380964007,False,23055,4525,42,8.4,284,74,28101,0,10,21,7,15,4,0,0,,0,0,0,0,0,0,,0,0,True,28270,2805,45,9.0,327,56,30743,1,21,10,20,17,2,1,0,MID_LANE,1,1,0,0,0,1,AIR_DRAGON,1,1,30
140,KR_6421432081,True,26235,4495,43,8.6,253,62,31490,0,18,20,17,19,7,0,0,,0,0,0,0,0,0,,0,0,False,27327,1987,41,8.2,251,40,36603,1,20,18,28,24,4,1,0,BOT_LANE,1,0,0,1,0,1,WATER_DRAGON,1,1,35
141,KR_6439979607,False,22682,3182,41,8.2,255,59,25627,0,7,12,6,42,4,1,0,TOP_LANE,1,0,1,0,0,0,,0,1,True,22692,5077,41,8.2,277,32,23501,1,12,7,15,22,4,0,0,,0,0,0,0,0,0,,0,0,34
142,KR_6439712725,False,23772,2647,43,8.6,312,56,21236,1,11,11,9,23,4,0,0,,0,0,0,0,0,0,,0,1,True,23619,2389,45,9.0,261,76,21618,0,11,11,9,84,5,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,35
143,KR_6437687248,True,25443,1738,44,8.8,288,76,23410,0,13,14,15,66,6,0,0,,0,0,0,0,0,0,,0,0,False,27720,5220,46,9.2,300,72,26407,1,14,13,9,18,28,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,40
144,KR_6430840688,False,21959,5019,43,8.6,235,76,26162,0,9,16,8,20,4,0,0,,0,0,0,0,0,0,,0,0,True,27688,7703,44,8.8,304,56,33689,1,16,9,15,21,5,1,0,MID_LANE,1,1,0,0,0,0,,0,1,46
145,KR_6446492938,True,22640,3085,43,8.6,293,76,20364,1,8,6,5,21,7,0,0,,0,0,0,0,0,0,,0,1,False,21191,3001,42,8.4,261,64,20409,0,6,8,12,188,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,35
146,KR_6338767966,False,24887,3932,46,9.2,274,80,19721,0,12,9,14,13,6,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,0,True,23071,1965,44,8.8,320,80,22193,1,9,12,2,37,3,0,0,,0,0,0,0,0,0,,0,0,39
147,KR_6441761606,False,24501,1750,43,8.6,274,56,31247,1,13,18,10,39,3,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,True,29666,5661,44,8.8,307,76,35352,0,18,13,14,29,9,1,0,MID_LANE,1,1,0,0,0,0,,0,1,27
148,KR_6403564692,True,30841,2231,44,8.8,277,42,30465,0,25,17,23,23,3,1,0,BOT_LANE,1,0,0,1,0,0,,0,0,False,28340,3555,43,8.6,275,96,31132,1,17,25,21,42,2,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,31
149,KR_6435991470,False,22872,1937,46,9.2,285,88,19739,1,10,7,9,30,3,0,0,,0,0,0,0,0,0,,0,0,True,23261,4041,45,9.0,324,68,23426,0,7,10,3,19,4,0,0,,0,0,0,0,0,0,,0,0,33
150,KR_6446782236,True,21655,2510,43,8.6,301,80,22880,0,7,5,8,19,5,0,0,,0,0,0,0,0,0,,0,0,False,20775,2445,42,8.4,290,64,16850,1,5,7,3,27,4,0,0,,0,0,0,0,0,0,,0,0,30
151,KR_6445997904,True,23856,2111,45,9.0,279,91,25914,1,14,4,6,24,4,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,1,False,21520,2320,44,8.8,301,68,24225,0,4,14,0,24,5,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,37
152,KR_6440888508,True,22118,3138,43,8.6,251,66,23516,1,9,12,10,16,1,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,False,24467,3712,45,9.0,303,57,23965,0,12,9,9,33,1,0,0,,0,0,0,0,0,0,,0,1,31
153,KR_6348819136,False,22829,4680,43,8.6,303,60,22499,0,7,12,4,22,3,0,0,,0,0,0,0,0,0,,0,0,True,26463,4398,43,8.6,323,56,21458,1,12,7,11,20,4,1,0,TOP_LANE,2,0,2,0,0,1,FIRE_DRAGON,1,1,38
154,KR_6446752382,True,23272,2742,42,8.4,252,32,27624,1,11,8,13,27,6,0,0,,0,0,0,0,0,0,WATER_DRAGON,1,1,False,21674,1694,43,8.6,252,63,22690,0,8,11,7,185,11,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,29
