,match_id,first_timestamp,last_timestamp,location_x,location_y,location_z,player_id,team_name,player_name,weapon_name,weapon_drop,attack_count,real_attack_count,HeadShot,ArmShot,TorsoShot,PelvisShot,damage,HeadShot_damage,ArmShot_damage,TorsoShot_damage,PelvisShot_damage,total_groggy,groggy,HeadShot_groggy,ArmShot_groggy,TorsoShot_groggy,PelvisShot_groggy,avg_groggy_distance,total_kills,kills,HeadShot_kill,ArmShot_kill,TorsoShot_kill,PelvisShot_kill,avg_kill_distance
16,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:34.917Z,2023-05-05T10:02:34.125Z,239476.046875,620126.6875,11609.580078125,ACE_ItzzChrizZ,ACE,ITZZCHRIZZ,SCAR-L,True,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
17,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:35.500Z,2023-05-05T10:02:44.490Z,239474.6875,620137.9375,11609.580078125,ACE_ItzzChrizZ,ACE,ITZZCHRIZZ,SKS,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
18,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:36.030Z,2023-05-05T10:03:15.964Z,192945.640625,654447.125,2093.1201171875,ACE_KILYAKAi,ACE,KILYAKAI,HK416,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
19,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:36.604Z,2023-05-05T10:02:42.430Z,374628.90625,436307.09375,5609.72021484375,17_xwudd,17,XWUDD,ACE32,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
20,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:37.073Z,2023-05-05T10:02:46.527Z,502389.625,369971.6875,9757.900390625,NAVI_alya,NAVI,ALYA,AK47,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
21,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:37.195Z,2023-05-05T10:14:56.857Z,459001.46875,541535.625,19906.0703125,STK_PurdyKurty,STK,PURDYKURTY,Mk12,True,46,5,3,0,1,1,160.72881698608398,107.28121566772461,0.0,22.2968807220459,31.150720596313477,1,1,1,0,0,0,8629.119140625,0,0,0,0,0,0,0.0
22,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:39.084Z,2023-05-05T10:03:51.744Z,145912.953125,595495.1875,739.6599731445312,ACE_Myca,ACE,MYCA,ACE32,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
23,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:39.300Z,2023-05-05T10:12:17.803Z,480675.8125,426444.625,10904.9296875,HOWL_scof1eld,HOWL,SCOF1ELD,FNFal,False,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
24,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:39.980Z,2023-05-05T10:02:54.692Z,403296.625,462800.1875,10682.4697265625,17_Lilghost,17,LILGHOST,Mk12,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
25,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:42.430Z,2023-05-05T10:12:39.304Z,374558.03125,434596.25,5609.72998046875,17_xwudd,17,XWUDD,BerylM762,False,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
26,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:42.604Z,2023-05-05T10:06:43.620Z,473111.28125,317609.5625,3970.43994140625,4AM_Summer,4AM,SUMMER,Mini14,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
27,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:43.510Z,2023-05-05T10:02:48.621Z,480955.3125,425548.53125,10904.9296875,HOWL_scof1eld,HOWL,SCOF1ELD,AK47,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
28,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:43.717Z,2023-05-05T10:07:02.486Z,566325.5,293558.5,13307.509765625,LG_Kickstart,LG,KICKSTART,SCAR-L,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
29,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:44.491Z,2023-05-05T10:18:16.008Z,240774.578125,619238.375,11637.580078125,ACE_ItzzChrizZ,ACE,ITZZCHRIZZ,Mk12,False,23,2,1,0,1,0,104.82384490966797,70.46990203857422,0.0,34.35394287109375,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
30,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:44.828Z,2023-05-05T10:12:30.618Z,403474.71875,461863.84375,10682.4697265625,17_Lilghost,17,LILGHOST,HK416,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
31,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:45.723Z,2023-05-05T10:03:00.427Z,193509.125,655785.25,2163.1201171875,ACE_KILYAKAi,ACE,KILYAKAI,SKS,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
32,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:46.212Z,2023-05-05T10:25:38.054Z,338509.71875,493068.84375,6779.77001953125,DNW_Salute,DNW,SALUTE,BerylM762,False,63,6,1,2,2,1,155.71065044403076,62.03999710083008,11.880000114440918,55.39065361022949,26.399999618530273,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
33,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:46.423Z,2023-05-05T10:25:38.051Z,295460.59375,448400.75,5498.8701171875,DNW_Inonix,DNW,INONIX,BerylM762,False,54,9,3,1,5,0,11.679996490478516,0.0,11.679996490478516,0.0,0.0,1,1,0,1,0,0,259.3381042480469,1,1,0,1,0,0,259.3381042480469
34,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:46.527Z,2023-05-05T10:27:23.230Z,504772.8125,369630.46875,9754.669921875,NAVI_alya,NAVI,ALYA,HK416,False,58,6,1,2,1,2,100.79999732971191,56.39999771118164,21.600000381469727,22.799999237060547,0.0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,364.8391418457031
35,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:48.198Z,2023-05-05T10:22:45.209Z,375110.75,368965.25,13080.150390625,TWIS_Lu,TWIS,LU,SKS,False,87,8,1,0,6,1,229.81486892700195,60.68743133544922,0.0,169.12743759155273,0.0,0,0,0,0,0,0,0.0,1,1,0,0,1,0,7818.83203125
36,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:48.621Z,2023-05-05T10:12:17.803Z,480198.15625,425924.59375,10904.9404296875,HOWL_scof1eld,HOWL,SCOF1ELD,BerylM762,False,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
37,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:49.100Z,2023-05-05T10:25:38.051Z,296615.375,447916.15625,5526.8798828125,DNW_Inonix,DNW,INONIX,FNFal,False,38,4,1,0,3,0,160.64047622680664,77.02577209472656,0.0,83.61470413208008,0.0,1,1,0,0,1,0,7560.02734375,0,0,0,0,0,0,0.0
38,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:49.756Z,2023-05-05T10:15:33.060Z,472252.875,450150.25,15382.740234375,HOWL_TheMad,HOWL,THEMAD,BerylM762,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
39,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:51.217Z,2023-05-05T10:28:13.940Z,623735.75,468339.3125,8086.14990234375,SQ_hwinn,SQ,HWINN,FNFal,False,58,4,1,0,3,0,88.98048782348633,0.0,0.0,88.98048782348633,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
40,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:52.556Z,2023-05-05T10:14:38.509Z,367661.375,421372.8125,6359.64990234375,17_Xbei,17,XBEI,BerylM762,False,33,7,1,1,5,0,162.03999519348145,62.03999710083008,0.0,99.99999809265137,0.0,1,1,0,0,1,0,1618.17919921875,0,0,0,0,0,0,0.0
41,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:54.693Z,2023-05-05T10:12:30.618Z,400812.15625,461273.1875,10682.4697265625,17_Lilghost,17,LILGHOST,Mini14,False,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
42,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:55.306Z,2023-05-05T10:21:53.554Z,484530.96875,519538.375,18626.94921875,STK_Vegas,STK,VEGAS,Mini14,False,109,5,0,0,5,0,55.516733169555664,0.0,0.0,55.516733169555664,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
43,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:56.343Z,2023-05-05T10:25:38.056Z,249786.28125,537321.6875,15201.759765625,DNW_seoul,DNW,SEOUL,BerylM762,False,63,14,2,1,10,1,188.85610961914062,47.596107482910156,0.0,121.6288070678711,19.631195068359375,2,2,1,0,1,0,838.2263387044271,2,2,1,0,1,0,838.2263387044271
44,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:56.376Z,2023-05-05T10:13:35.875Z,315793.1875,553399.625,9149.740234375,DNW_Loki,DNW,LOKI,Winchester,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
45,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:56.424Z,2023-05-05T10:22:45.209Z,375639.3125,369876.59375,12702.150390625,TWIS_Lu,TWIS,LU,BerylM762,False,24,2,0,0,1,1,52.23522186279297,0.0,0.0,25.835222244262695,26.399999618530273,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
46,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:56.710Z,2023-05-05T10:27:23.825Z,638233.875,463268.90625,8204.7998046875,SQ_TGLTN,SQ,TGLTN,HK416,False,65,3,0,0,3,0,67.62866592407227,0.0,0.0,67.62866592407227,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
47,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:56.842Z,2023-05-05T10:06:12.904Z,486971.375,355999.59375,11511.5595703125,NAVI_xmpl,NAVI,XMPL,Mk47Mutant,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
48,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:57.450Z,2023-05-05T10:08:06.406Z,622941.8125,467499.6875,8086.14990234375,SQ_hwinn,SQ,HWINN,ACE32,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
49,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:57.892Z,2023-05-05T10:03:21.423Z,315747.84375,553449.5625,9149.740234375,DNW_Loki,DNW,LOKI,SCAR-L,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
50,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:57.893Z,2023-05-05T10:03:11.591Z,349156.6875,390351.90625,12895.150390625,TWIS_Perfect1ks,TWIS,PERFECT1KS,M16A4,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
51,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:02:59.071Z,2023-05-05T10:26:59.768Z,524358.375,372688.84375,9740.1201171875,NAVI_Mell,NAVI,MELL,Mini14,False,37,1,0,0,1,0,22.63298797607422,0.0,0.0,22.63298797607422,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
52,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:00.082Z,2023-05-05T10:07:02.486Z,566821.75,292625.8125,12931.0,LG_Kickstart,LG,KICKSTART,Mini14,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
53,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:00.427Z,2023-05-05T10:18:16.005Z,192479.765625,658749.125,2125.159912109375,ACE_KILYAKAi,ACE,KILYAKAI,Mk12,False,23,1,0,0,1,0,29.485380172729492,0.0,0.0,29.485380172729492,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
54,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:01.087Z,2023-05-05T10:03:26.026Z,630427.125,269319.3125,5983.43017578125,CES_Himass,CES,HIMASS,ACE32,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
55,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:01.456Z,2023-05-05T10:03:46.064Z,340010.125,494079.0,6779.77001953125,DNW_Salute,DNW,SALUTE,Mini14,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
56,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:01.680Z,2023-05-05T10:07:01.434Z,633821.25,177217.09375,6428.490234375,GBL_Glaz,GBL,GLAZ,FNFal,False,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
57,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:03.251Z,2023-05-05T10:03:19.758Z,453455.25,544035.5625,19906.119140625,STK_PurdyKurty,STK,PURDYKURTY,AK47,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
58,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:04.113Z,2023-05-05T10:03:10.795Z,472168.90625,451034.53125,15431.6904296875,HOWL_TheMad,HOWL,THEMAD,Kar98k,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
59,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:04.485Z,2023-05-05T10:13:06.627Z,559207.3125,386070.0,6415.75,LG_Fludd,LG,FLUDD,Mk12,False,37,2,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,1,5792.71142578125
60,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:05.010Z,2023-05-05T10:03:12.244Z,475066.5625,365081.09375,9671.7900390625,NAVI_ubah,NAVI,UBAH,HK416,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
61,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:06.093Z,2023-05-05T10:13:50.944Z,337189.53125,431681.625,5295.22021484375,17_SuJiu,17,SUJIU,FNFal,False,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
62,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:06.535Z,2023-05-05T10:03:45.225Z,627750.625,253437.8125,5884.75,CES_Taikonn,CES,TAIKONN,ACE32,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
63,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:08.398Z,2023-05-05T10:27:35.555Z,485344.59375,355291.09375,11511.5595703125,NAVI_xmpl,NAVI,XMPL,BerylM762,False,55,2,0,1,1,0,19.799999237060547,0.0,19.799999237060547,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
64,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:09.018Z,2023-05-05T10:03:37.884Z,348063.4375,390618.3125,12895.0,TWIS_Perfect1ks,TWIS,PERFECT1KS,SCAR-L,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
65,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:09.218Z,2023-05-05T10:05:12.037Z,539839.875,265468.375,4569.08984375,CES_YmCud,CES,YMCUD,SCAR-L,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
66,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:09.769Z,2023-05-05T10:03:33.683Z,636018.6875,442979.84375,5155.1298828125,SQ_Shrimzy,SQ,SHRIMZY,M24,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
67,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:09.871Z,2023-05-05T10:03:48.678Z,595781.875,328093.1875,10383.4404296875,LG_Snakers,LG,SNAKERS,M16A4,True,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
68,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:10.568Z,2023-05-05T10:03:35.009Z,523565.71875,373220.875,10043.4296875,NAVI_Mell,NAVI,MELL,BerylM762,True,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
69,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:10.796Z,2023-05-05T10:15:33.060Z,470956.75,451026.96875,15431.6904296875,HOWL_TheMad,HOWL,THEMAD,Mini14,False,23,3,2,0,1,0,154.20229530334473,125.96228408813477,0.0,28.24001121520996,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0
70,7ee6ec7a-0e4e-47a1-83e7-9d3cedada0b1,2023-05-05T10:03:10.989Z,2023-05-05T10:09:04.271Z,628682.75,269155.78125,5983.43017578125,CES_Himass,CES,HIMASS,HK416,True,40,18,1,2,13,2,75.0,0.0,18.0,57.0,0.0,1,1,0,0,1,0,517.1920776367188,1,1,0,0,1,0,517.1920776367188
